0,1,2,3,4
5.89534931288993e-18,3.279711571768651e-18,4.133520782600986e-18,2.791820594150174e-18,3.3881317890172014e-18
4.9873299934333204e-18,2.222614453595284e-18,3.4423418976414766e-18,1.7618285302889447e-18,2.1141942363467336e-18
4.824699667560495e-18,2.1819568721270777e-18,3.0086610286472748e-18,1.951563910473908e-18,2.425902360936316e-18
5.244828009398628e-18,2.4665599424045226e-18,2.5614276324970042e-18,1.883801274693564e-18,2.0057740190981832e-18
5.800481622797449e-18,3.564314642046096e-18,3.482999479109683e-18,2.574980159653073e-18,3.469446951953614e-18
7.765598060427426e-18,5.597193715456417e-18,5.488773498207866e-18,2.656295322589486e-18,5.1906179007743525e-18
1.0177947894207673e-17,6.112189747387031e-18,5.204170427930421e-18,2.656295322589486e-18,5.692061405548898e-18
1.2888453325421434e-17,4.7704895589362195e-18,4.2148359455373985e-18,2.8731357570865868e-18,4.2148359455373985e-18
2.3242584072658e-17,5.027987574901527e-18,4.512991542970912e-18,3.1577388273640317e-18,4.377466271410224e-18
7.752045533271357e-18,1.089623183347932e-17,8.687169907040104e-18,6.979551485375435e-18,1.1045309632196076e-17
9.2970336290632e-18,2.2375222334669598e-17,1.8458541986565713e-17,1.6317242695906842e-17,2.1629833341085813e-17
1.3417001884508117e-18,2.0017082609513626e-17,1.7862230791698686e-17,1.7618285302889447e-17,2.0030635136669694e-17
1.883801274693564e-18,8.551644635479416e-18,8.063753657860939e-18,1.021860547567588e-17,8.131516293641283e-18
2.168404344971009e-18,8.944667923005412e-18,9.066640667410031e-18,1.0598076236045806e-17,8.470329472543003e-18
1.5720931501039814e-18,6.572975670693371e-18,7.03376159399971e-18,8.524539581167279e-18,6.965998958219366e-18
2.8866882842426556e-18,7.94178091345632e-18,7.331917191433224e-18,8.375461782450522e-18,8.822695178600792e-18
5.149960319306146e-19,5.868244258577793e-18,5.705613932704967e-18,7.345469718589293e-18,6.5052130349130266e-18
9.75781955236954e-19,4.363913744254155e-18,4.607859233063394e-18,5.8817967857338616e-18,5.149960319306146e-18
1.8458541986565713e-17,5.244828009398628e-18,5.014435047745458e-18,6.0308745844506184e-18,5.6785088783928295e-18
6.071532165918825e-18,4.6485168145316e-18,4.174178364069192e-18,5.651403824080692e-18,4.960224939121183e-18
6.3019251275719945e-18,4.5672016515951874e-18,4.6485168145316e-18,5.44811591673966e-18,4.756937031780151e-18
1.3633842319005218e-17,1.451475658414969e-17,1.1085967213664283e-17,7.779150587583494e-18,1.4568966692773966e-17
1.508396272470458e-17,1.6195269951502222e-17,1.39455504435948e-17,1.089623183347932e-17,1.530080315920168e-17
4.241940999849536e-18,4.6485168145316e-18,5.9631119486702744e-18,5.990217002982412e-18,4.133520782600986e-18
1.5070410197548512e-17,3.5914196963582334e-18,1.0733601507606494e-17,6.911788849595091e-18,3.0357660829594124e-18
1.5924219408380846e-17,4.025100565352435e-18,1.292911090688964e-17,9.961107459710572e-18,3.550762114890027e-18
4.363913744254155e-18,2.0830234238877754e-17,4.6485168145316e-18,3.835365185167472e-18,1.9786689647860456e-17
5.4752209710517974e-18,6.179952383167375e-18,4.472333961502706e-18,4.87890977618477e-18,5.827586677109586e-18
2.1250362580715887e-17,7.467442462993912e-18,1.8106176280507924e-17,1.4934884925987824e-17,8.294146619514109e-18
2.3540739670091515e-17,1.1993986533120893e-17,2.087089182034596e-17,1.8065518699039718e-17,1.3633842319005218e-17
9.839134715305953e-18,3.3881317890172014e-19,1.0408340855860843e-17,1.0408340855860843e-17,1.0570971181733668e-18
8.754932542820448e-18,8.267041565201971e-19,5.4616684438957286e-18,2.2090619264392153e-18,1.8526304622346057e-17
2.4665599424045226e-18,9.0801931945661e-19,2.1819568721270777e-18,3.144186300207963e-18,3.5236570605778894e-18
3.4558944247975454e-18,8.538092108323347e-19,2.913793338554793e-18,3.0222135558033436e-18,2.222614453595284e-18
3.496552006265752e-18,1.2061749168901237e-18,2.859583229930518e-18,2.8189256484623115e-18,1.5720931501039814e-18
5.8817967857338616e-18,1.4094628242311558e-18,4.851804721872632e-18,4.2825985813177425e-18,3.3068166260807885e-18
4.743384504624082e-18,2.3987973066241786e-18,4.038653092508504e-18,3.3203691532368573e-18,1.5856456772600502e-18
2.1277467635028025e-18,1.3552527156068805e-20,2.0464316005663896e-18,1.9244588561617704e-18,3.3881317890172014e-18
4.472333961502706e-18,2.0735366548785272e-18,3.943785402416022e-18,3.279711571768651e-18,1.8295911660692887e-18
3.754050022231059e-18,2.0735366548785272e-18,3.3068166260807885e-18,2.8053731213062427e-18,1.2441219929271163e-17
4.472333961502706e-18,2.4530074152484538e-18,3.903127820947816e-18,3.3203691532368573e-18,3.889575293791747e-18
3.3203691532368573e-18,1.5449880957918438e-18,3.4423418976414766e-18,3.4287893704854078e-18,2.6020852139652106e-18
5.027987574901527e-18,2.507217523872729e-18,4.160625836913123e-18,4.052205619664573e-18,3.848917712323541e-18
1.088267930632325e-17,1.2752928053860746e-17,8.361909255294453e-18,5.8140341499535175e-18,1.1248597539537109e-17
4.607859233063394e-19,2.6156377411212794e-18,3.2526065174565133e-19,7.995991022080595e-19,1.4907779871675686e-18
1.2197274440461925e-19,2.2768245622195593e-18,9.486769009248164e-20,9.0801931945661e-19,6.505213034913027e-19
3.1170812458958252e-19,1.5585406229479126e-18,3.2526065174565133e-19,9.622294280808852e-19,1.3010426069826053e-18
1.2468324983583301e-18,2.710505431213761e-20,8.673617379884035e-19,5.285485590866834e-19,5.014435047745458e-19
1.043544591017298e-18,1.3552527156068805e-19,8.131516293641283e-19,8.944667923005412e-19,7.724940478959219e-19
2.5614276324970042e-18,0.0,2.100641709190665e-18,8.538092108323347e-19,2.439454888092385e-19
1.1926223897340549e-18,2.710505431213761e-19,1.0706496453294356e-18,4.607859233063394e-19,5.692061405548898e-19
8.944667923005412e-19,1.0028870095490916e-18,7.453889935837843e-19,5.963111948670274e-19,4.87890977618477e-19
1.1655173354219173e-18,1.8973538018496328e-19,1.0570971181733668e-18,5.692061405548898e-19,2.439454888092385e-19
2.710505431213761e-20,1.5449880957918438e-18,1.0842021724855044e-19,1.3552527156068805e-20,1.2197274440461925e-18
6.505213034913027e-19,5.827586677109586e-19,7.860465750519907e-19,2.846030702774449e-19,1.1926223897340549e-18
2.4123498337802474e-18,1.4365678785432934e-18,2.1955093992831465e-18,1.0164395367051604e-18,6.369687763352339e-19
1.8648277366750676e-17,1.714394685242704e-17,1.485356976305141e-17,1.179069862577986e-17,1.7672495411513722e-17
6.0308745844506184e-18,5.6785088783928295e-18,6.410345344820545e-18,5.841139204265655e-18,4.4994390158148434e-18
3.347474207548995e-18,2.019326546254252e-18,3.9979955110402976e-18,3.6591823321385775e-18,1.6398557858843255e-18
4.133520782600986e-18,2.8731357570865868e-18,5.136407792150077e-18,4.255493527005605e-18,3.347474207548995e-18
3.618524750670371e-18,2.3445871979999033e-18,3.5236570605778894e-18,2.913793338554793e-18,6.640738306473715e-19
4.8382521947165635e-18,3.604972223514302e-18,4.4994390158148434e-18,3.767602549387128e-18,3.144186300207963e-18
4.526544070126981e-18,3.8624702394796095e-18,4.6349642873755315e-18,3.943785402416022e-18,2.913793338554793e-18
3.63207727782644e-18,2.9544509200229996e-18,3.130633773051894e-18,3.0899761915836876e-18,9.215718466126788e-19
3.3881317890172014e-18,2.656295322589486e-18,3.713392440762853e-18,3.0899761915836876e-18,1.7889335846010823e-18
4.2148359455373985e-18,3.40168431617327e-18,4.187730891225261e-18,3.469446951953614e-18,2.303929616531697e-18
5.8817967857338616e-18,4.9060148304969076e-18,5.4752209710517974e-18,4.5672016515951874e-18,3.916680348103885e-18
2.425902360936316e-18,1.4772254600114998e-18,2.6698478497455547e-18,2.72405795836983e-18,8.267041565201971e-19
1.0489656018797255e-17,1.1492543028346347e-17,8.307699146670178e-18,6.071532165918825e-18,1.2332799712022613e-17
6.098637220230962e-19,7.318364664277155e-19,3.2526065174565133e-19,8.267041565201971e-19,9.622294280808852e-19
9.893344823930228e-19,1.5178830414797062e-18,4.87890977618477e-19,1.4365678785432934e-18,1.4907779871675686e-18
4.607859233063394e-19,2.0328790734103208e-19,4.0657581468206416e-20,5.149960319306146e-19,2.2090619264392153e-18
4.607859233063394e-19,6.776263578034403e-20,2.574980159653073e-19,3.6591823321385775e-19,1.6534083130403943e-18
1.2468324983583301e-18,1.3145951341386741e-18,7.318364664277155e-19,1.0570971181733668e-18,2.4665599424045226e-18
2.710505431213761e-20,7.589415207398531e-19,8.131516293641283e-19,1.4907779871675686e-19,1.4365678785432934e-18
1.5178830414797062e-18,9.351243737687476e-19,1.260385025514399e-18,3.9302328752599536e-19,1.599198204416119e-18
5.963111948670274e-19,2.520770051028798e-18,1.748276003132876e-18,6.2341624917916505e-19,2.8053731213062427e-18
1.3552527156068805e-19,1.2197274440461925e-19,3.6591823321385775e-19,5.421010862427522e-20,2.0328790734103208e-19
8.944667923005412e-19,2.168404344971009e-19,3.3881317890172014e-19,1.043544591017298e-18,8.131516293641283e-20
6.505213034913027e-19,2.6156377411212794e-18,2.087089182034596e-18,1.3823577699190182e-18,2.8189256484623115e-18
6.505213034913027e-19,1.666960840196463e-18,1.2983321015513916e-17,1.0232158002831948e-17,1.7618285302889447e-18
1.6805133673525319e-18,1.8566962203814263e-18,5.8817967857338616e-18,6.35613523619627e-18,1.6263032587282567e-18
1.6154612370034016e-17,1.5829351718288365e-17,8.497434526855141e-18,5.488773498207866e-18,1.4446993948369347e-17
1.9678269430611905e-17,1.8173938916288268e-17,1.3511869574600599e-17,1.0462550964485118e-17,1.849919956803392e-17
6.085084693074894e-18,4.7027269231558755e-18,3.3881317890172014e-18,3.754050022231059e-18,5.082197683525802e-18
7.575862680242462e-18,6.2341624917916505e-18,3.0493186101154812e-18,3.2526065174565133e-18,6.762711050878334e-18
3.3881317890172014e-18,3.0086610286472748e-18,2.168404344971009e-19,3.6591823321385775e-19,2.2768245622195593e-18
4.512991542970912e-18,3.3068166260807885e-18,1.260385025514399e-18,1.0570971181733668e-18,3.347474207548995e-18
2.6020852139652106e-18,2.222614453595284e-18,5.421010862427522e-19,3.3881317890172014e-19,1.5449880957918438e-18
2.6698478497455547e-18,2.1277467635028025e-18,7.318364664277155e-19,7.182839392716467e-19,1.6940658945086007e-18
3.604972223514302e-18,3.40168431617327e-18,9.351243737687476e-19,4.336808689942018e-19,2.6291902682773483e-18
2.1955093992831465e-18,1.8973538018496328e-18,2.0328790734103208e-19,8.131516293641283e-20,1.938011383317839e-18
3.496552006265752e-18,2.303929616531697e-18,2.710505431213761e-20,3.5236570605778894e-19,1.6940658945086007e-18
1.1384122811097797e-17,4.0657581468206416e-20,1.2061749168901237e-18,1.3010426069826053e-18,6.776263578034403e-20
1.83772268236293e-17,7.047314121155779e-19,6.776263578034403e-19,9.486769009248164e-19,8.944667923005412e-19
8.131516293641283e-18,9.215718466126788e-19,1.0570971181733668e-18,1.2468324983583301e-18,6.911788849595091e-19
5.8817967857338616e-18,4.472333961502706e-19,6.776263578034403e-20,5.55653613398821e-19,5.285485590866834e-19
4.662069341687669e-18,1.3417001884508117e-18,6.098637220230962e-19,3.1170812458958252e-19,1.748276003132876e-18
6.0986372202309624e-18,6.640738306473715e-19,1.043544591017298e-18,8.267041565201971e-19,3.5236570605778894e-19
5.149960319306146e-18,9.215718466126788e-19,1.0842021724855044e-19,6.369687763352339e-19,2.710505431213761e-20
5.095750210681871e-18,7.860465750519907e-19,2.0328790734103208e-19,2.846030702774449e-19,7.860465750519907e-19
3.808260130855334e-18,5.149960319306146e-19,2.303929616531697e-19,1.7618285302889447e-19,4.472333961502706e-19
4.052205619664573e-18,4.336808689942018e-19,4.472333961502706e-19,4.743384504624082e-19,1.043544591017298e-18
3.808260130855334e-18,2.710505431213761e-19,3.1170812458958252e-19,8.673617379884035e-19,7.318364664277155e-19
1.8323016715005025e-17,5.149960319306146e-19,1.3552527156068805e-20,6.640738306473715e-19,9.622294280808852e-19
2.981555974335137e-19,1.2739375526704677e-18,1.2197274440461925e-18,1.2197274440461925e-19,1.6263032587282567e-19
2.358139725155972e-18,6.911788849595091e-19,9.622294280808852e-19,3.5236570605778894e-19,6.776263578034403e-20
1.5856456772600502e-18,1.666960840196463e-18,1.8973538018496328e-18,1.2197274440461925e-19,1.0299920638612292e-18
1.3417001884508117e-18,1.0299920638612292e-18,1.3552527156068805e-18,8.944667923005412e-19,1.2874900798265365e-18
1.3010426069826053e-18,5.014435047745458e-19,9.75781955236954e-19,3.3881317890172014e-19,8.267041565201971e-19
6.776263578034403e-19,1.463672932855431e-18,1.734723475976807e-18,1.4365678785432934e-18,2.1955093992831465e-18
1.1519648082658485e-18,4.0657581468206416e-19,9.622294280808852e-19,5.963111948670274e-19,6.2341624917916505e-19
6.911788849595091e-19,1.5585406229479126e-18,1.7076184216646695e-18,1.3145951341386741e-18,1.8295911660692887e-18
4.2012834183813297e-19,2.0328790734103208e-19,1.7618285302889447e-18,2.981555974335137e-19,1.6398557858843255e-18
2.4936649967166602e-18,3.6591823321385775e-19,5.963111948670274e-19,1.3552527156068805e-19,1.043544591017298e-18
1.0706496453294356e-18,2.981555974335137e-19,1.2197274440461925e-19,4.2012834183813297e-19,6.640738306473715e-19
2.913793338554793e-18,1.5720931501039814e-18,1.666960840196463e-18,5.55653613398821e-19,1.6534083130403943e-18
1.3010426069826053e-18,8.809142651444724e-19,1.2197274440461925e-19,5.149960319306146e-19,8.131516293641283e-20
6.776263578034403e-19,3.2526065174565133e-19,5.014435047745458e-19,2.303929616531697e-19,4.336808689942018e-19
2.168404344971009e-19,6.911788849595091e-19,3.2526065174565133e-19,5.692061405548898e-19,5.421010862427522e-20
1.4772254600114998e-18,2.520770051028798e-18,1.6263032587282567e-19,1.938011383317839e-18,7.860465750519907e-19
1.6263032587282567e-19,6.776263578034403e-19,4.0657581468206416e-20,9.75781955236954e-19,3.3881317890172014e-19
5.014435047745458e-19,3.2526065174565133e-19,5.963111948670274e-19,1.8973538018496328e-19,6.098637220230962e-19
8.131516293641283e-19,4.743384504624082e-19,7.318364664277155e-19,4.0657581468206416e-20,6.505213034913027e-19
6.2341624917916505e-19,1.1384122811097797e-18,1.395910297075087e-18,5.014435047745458e-19,8.267041565201971e-19
8.809142651444724e-19,1.6263032587282567e-19,3.5236570605778894e-19,2.710505431213761e-19,5.421010862427522e-19
4.336808689942018e-19,1.6263032587282567e-18,1.870248747537495e-18,8.402566836762659e-19,1.260385025514399e-18
1.0842021724855044e-19,1.3010426069826053e-18,1.599198204416119e-18,7.724940478959219e-19,8.538092108323347e-19
2.439454888092385e-19,2.1277467635028025e-18,2.290377089375628e-18,1.395910297075087e-18,1.6263032587282567e-18
2.439454888092385e-19,1.5856456772600502e-18,1.883801274693564e-18,1.1519648082658485e-18,1.0842021724855044e-18
2.439454888092385e-19,4.0657581468206416e-20,5.692061405548898e-19,1.7618285302889447e-19,5.285485590866834e-19
3.1170812458958252e-19,1.0299920638612292e-18,1.2874900798265365e-18,7.182839392716467e-19,7.182839392716467e-19
8.131516293641283e-19,1.463672932855431e-18,1.666960840196463e-18,1.043544591017298e-18,1.328147661294743e-18
1.260385025514399e-18,1.951563910473908e-18,2.1412992906588713e-18,1.4501204056993622e-18,1.2739375526704677e-18
1.4934884925987824e-17,1.3782920117721975e-17,1.0855574252011113e-17,9.107298248878237e-18,1.4487651529837553e-17
4.0793106739767104e-18,5.0550926292136644e-18,4.458781434346637e-18,3.699839913606784e-18,3.808260130855334e-18
4.052205619664573e-18,4.756937031780151e-18,3.984442983884229e-18,4.0115480381963664e-18,3.781155076543197e-18
3.5101045334218206e-18,3.618524750670371e-18,3.604972223514302e-18,3.4558944247975454e-18,3.3881317890172014e-18
3.5101045334218206e-18,3.469446951953614e-18,3.4287893704854078e-18,3.889575293791747e-18,4.269046054161674e-18
2.2632720350634905e-18,2.7376104855258987e-18,2.656295322589486e-18,4.092863201132779e-18,4.363913744254155e-18
1.8973538018496328e-18,1.0570971181733668e-18,1.5043305143236374e-18,1.9651164376299768e-18,1.1655173354219173e-18
3.4423418976414766e-18,3.3068166260807885e-18,3.076423664427619e-18,3.3203691532368573e-18,3.4558944247975454e-18
2.0586288750068515e-17,2.0789576657409548e-17,1.6994869053710282e-17,1.1993986533120893e-17,1.8919327909872052e-17
6.898236322439022e-18,5.9495594215142056e-18,6.938893903907228e-18,5.027987574901527e-18,5.380353280959316e-18
2.859583229930518e-18,6.0986372202309624e-18,3.645629804982509e-18,3.821812658011403e-18,4.607859233063394e-18
1.111307226797642e-17,1.009663273127126e-17,8.090858712173077e-18,6.0308745844506184e-18,1.0150842839895535e-17
5.963111948670274e-19,8.944667923005412e-19,6.369687763352339e-19,9.622294280808852e-19,3.5236570605778894e-19
1.4474099002681484e-17,1.6412110385999323e-17,1.2102406750369443e-17,9.784924606681678e-18,1.5124620306172787e-17
1.9041300654276672e-17,2.0464316005663896e-17,1.6628950820496424e-17,1.405397066084335e-17,1.9434323941802667e-17
2.4028630647709992e-17,2.5451645999097217e-17,2.167049092255402e-17,1.9027748127120603e-17,2.485533480423019e-17
2.585822181377928e-17,1.2088854223213374e-17,1.112662479513249e-17,1.134346522962959e-17,2.6684925970299478e-17
2.7985968577282083e-17,1.1438332919722072e-17,1.0787811616230769e-17,1.0611628763201875e-17,2.821636153893525e-17
2.064049885869279e-17,5.421010862427522e-20,1.2197274440461925e-18,2.520770051028798e-18,2.1385887852276575e-17
1.8648277366750676e-17,1.0001765041178778e-17,7.589415207398531e-18,5.4616684438957286e-18,1.8580514730970332e-17
1.802486111757151e-18,2.019326546254252e-18,1.3918445389282663e-17,1.032702569292443e-17,2.9815559743351372e-18
1.3091741232762466e-17,2.4530074152484538e-18,4.851804721872632e-18,4.716279450311944e-18,1.3484764520288461e-17
1.418949593240404e-17,1.0977546996415732e-18,4.811147140404426e-18,4.6485168145316e-18,1.3810025172034113e-17
4.241940999849536e-18,1.4460546475525415e-17,5.149960319306146e-18,5.0550926292136644e-18,2.9680034471790684e-18
6.3696877633523385e-18,1.666960840196463e-18,4.119968255444917e-18,5.068645156369733e-18,7.331917191433224e-18
9.974659986866641e-18,2.0843786766033823e-17,1.8512752095189988e-17,1.69000013636178e-17,1.0083080204115191e-17
1.6696713456276768e-17,4.30970363562988e-18,6.4374503991326826e-18,8.61940727125976e-18,1.6642503347652493e-17
2.5831116759467143e-17,2.8311229229027735e-17,2.599374708533997e-17,9.378348791999613e-18,2.5045070184415152e-17
1.0367683274392636e-17,1.2468324983583301e-17,1.3417001884508117e-17,8.944667923005412e-18,2.633256026424169e-17
1.100465205072787e-17,1.4121733296623695e-17,1.5355013267825957e-17,8.605854744103691e-18,3.213304188703914e-17
9.446111427779957e-18,1.2807138162485021e-17,1.474514954580286e-17,8.809142651444724e-18,1.9488534050426942e-17
4.865357249028701e-18,1.4365678785432934e-18,2.588532686809142e-18,7.589415207398531e-19,3.5236570605778894e-18
4.472333961502706e-18,7.250602028496811e-18,8.361909255294453e-18,3.0899761915836876e-18,1.5978429517005122e-17
4.580754178751256e-18,6.627185779317646e-18,7.453889935837843e-18,3.198396408832238e-18,1.4148838350935833e-17
4.1470733097570545e-18,6.4374503991326826e-18,7.182839392716467e-18,2.9408983928669308e-18,1.3132398814230672e-17
3.347474207548995e-18,6.044427111606687e-18,6.749158523722265e-18,3.0357660829594124e-18,1.4772254600114998e-17
3.2932640989247197e-18,5.366800753803247e-18,6.4374503991326826e-18,2.6834003769016235e-18,1.2752928053860746e-17
2.358139725155972e-18,4.797594613248357e-18,5.8140341499535175e-18,1.6534083130403943e-18,1.0367683274392636e-17
2.032879073410321e-18,4.391018798566293e-18,5.434563389583591e-18,1.7618285302889447e-18,9.63584680796492e-18
1.9488534050426942e-17,2.099286456475058e-17,1.9569849213363355e-17,1.2739375526704677e-17,2.676624113323589e-17
7.209944447028604e-18,9.147955830346444e-18,2.190088388420719e-17,1.6601845766184287e-17,1.5287250632045613e-17
6.640738306473715e-18,9.31058615621927e-18,1.4541861638461828e-17,2.177891113980257e-17,1.3999760552219076e-17
8.971772977317549e-18,1.0191500421363742e-17,3.97089045672816e-18,1.757762772142124e-17,2.439454888092385e-19
7.209944447028604e-18,7.359022245745361e-18,9.852687242462022e-18,1.6019087098473328e-17,9.012430558785756e-18
4.9060148304969076e-18,7.6029677345546e-18,7.914675859144182e-18,1.4121733296623695e-17,8.998878031629687e-18
4.743384504624082e-18,6.776263578034403e-18,7.995991022080595e-18,1.2549640146519714e-17,7.15573433840433e-18
4.621411760219463e-18,6.965998958219366e-18,8.063753657860939e-18,1.2075301696057306e-17,8.361909255294453e-18
4.946672411965114e-18,6.708500942254059e-18,9.012430558785756e-18,1.2183721913305856e-17,6.911788849595091e-18
1.9109063290057016e-17,2.1047074673374855e-17,6.559423143537302e-18,1.0733601507606494e-17,7.562310153086393e-18
7.37257477290143e-18,1.1275702593849246e-17,7.8198081690517e-18,1.0787811616230769e-17,7.37257477290143e-18
7.982438494924526e-18,1.1099519740820352e-17,8.131516293641283e-18,1.1248597539537109e-17,7.874018277675976e-18
7.806255641895632e-18,9.893344823930228e-18,6.911788849595091e-18,9.852687242462022e-18,7.535205098774256e-18
7.453889935837843e-18,9.242823520438925e-18,7.453889935837843e-18,1.0503208545953324e-17,7.779150587583494e-18
4.20128341838133e-18,7.752045533271357e-18,5.299038118022903e-18,7.657177843178875e-18,3.97089045672816e-18
7.37257477290143e-18,1.0069527676959122e-17,7.15573433840433e-18,9.120850776034306e-18,6.884683795282953e-18
5.082197683525802e-18,8.61940727125976e-18,5.705613932704967e-18,8.226383983733765e-18,4.512991542970912e-18
6.220609964635582e-18,8.036648603548802e-18,5.6107462426124854e-18,7.71138795180315e-18,5.6785088783928295e-18
4.7704895589362195e-18,7.115076756936123e-18,5.1228552649940085e-18,6.478107980600889e-18,4.228388472693467e-18
6.071532165918825e-18,8.524539581167279e-18,5.89534931288993e-18,7.684282897491013e-18,5.570088661144279e-18
7.643625316022806e-18,9.269928574751063e-18,6.69494841509799e-18,7.901123331988114e-18,7.14218181124826e-18
5.244828009398628e-18,7.765598060427426e-18,4.919567357652976e-18,7.060866648311848e-18,4.797594613248357e-18
4.4994390158148434e-18,6.884683795282953e-18,5.231275482242559e-18,6.35613523619627e-18,5.7462715141731735e-18
4.336808689942018e-18,5.9631119486702744e-18,4.824699667560495e-18,5.89534931288993e-18,4.6485168145316e-18
4.851804721872632e-18,8.063753657860939e-18,4.6485168145316e-18,6.911788849595091e-18,4.689174395999807e-18
4.0793106739767104e-18,4.865357249028701e-18,3.984442983884229e-18,5.014435047745458e-18,3.984442983884229e-18
3.686287386450715e-18,5.1228552649940085e-18,3.808260130855334e-18,4.824699667560495e-18,3.984442983884229e-18
